route_name,uri,http_methods,controller_class,controller_method,middleware_resolved,active_backoffice_present,mfa_backoffice_present,log_backoffice_present,role_middleware_active,role_middleware_excluded,permission_middleware,permission_catalog_exists,semantic_permission_available,permission_recommendation,permission_semantically_adequate,policy_class,policy_ability,policy_ability_source,form_request,form_request_authorize,feature_entitlement,feature_required,feature_key,municipality_source,municipal_record_scope,fail_closed_without_municipality,platform_route,municipal_route,mixed_context_route,record_model,operation_type,mfa_sensitive,audit_requirement,audit_implementation,private_data,bounded_context,bounded_context_label,target_sprint,risk,confidence,test_coverage,test_sources,source,migration_recommendation
backoffice.eligibility.rule-sets.update,backoffice/eligibility/rule-sets/{eligibilityRuleSet},PUT|PATCH,"App\Http\Controllers\Backoffice\EligibilityRuleSetController",update,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,eligibility.update,0,"App\Policies\EligibilityRuleSetPolicy",update,confirmed,"App\Http\Requests\UpdateEligibilityRuleSetRequest",gate_or_policy,,1,applications.review,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\EligibilityRuleSet",mutation,1,required,confirmed,1,eligibility,Elegibilidade,47C,high,high,route_name_reference,tests/Feature/Sprint7EligibilityEngineTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|permission_catalog|existing_test_route_reference,remove_fixed_role;apply_permission:eligibility.update;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.document-ai.assistant.score,backoffice/documentos/ia/assistente/scores/{score},GET,"App\Http\Controllers\Backoffice\DocumentAiAssistantController",score,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,scoring.view,0,"App\Policies\DocumentAiScorePolicy",view,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\DocumentAiScore",read,0,not_required,confirmed,0,scoring,Classificação,47C,high,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:scoring.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.document-ai.classifications.index,backoffice/documentos/ia/classificacoes,GET,"App\Http\Controllers\Backoffice\DocumentAiClassificationController",index,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,scoring.view,0,,viewAny,confirmed,"App\Http\Requests\Backoffice\FilterDocumentAiClassificationsRequest",gate_or_policy,,0,,authenticated_user,candidate,,0,1,0,,read,0,not_required,confirmed,0,scoring,Classificação,47C,high,medium,route_name_reference,tests/Feature/DocumentIntelligence/DocumentAiClassificationPanelTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|permission_catalog|existing_test_route_reference,remove_fixed_role;apply_permission:scoring.view;preserve_active_mfa_log;add_http_security_tests
backoffice.document-ai.classifications.manual-review,backoffice/documentos/ia/classificacoes/{analysis}/revisao-manual,POST,"App\Http\Controllers\Backoffice\DocumentAiClassificationController",markManualReview,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,scoring.update,0,"App\Policies\DocumentAiAnalysisPolicy",markManualReview,confirmed,"App\Http\Requests\Backoffice\MarkDocumentAiManualReviewRequest",gate_or_policy,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\DocumentAiAnalysis",mutation,1,required,confirmed,0,scoring,Classificação,47C,high,high,route_name_reference,tests/Feature/DocumentIntelligence/DocumentAiClassificationPanelTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|permission_catalog|existing_test_route_reference,remove_fixed_role;apply_permission:scoring.update;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.document-ai.classifications.show,backoffice/documentos/ia/classificacoes/{analysis},GET,"App\Http\Controllers\Backoffice\DocumentAiClassificationController",show,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,scoring.view,0,"App\Policies\DocumentAiAnalysisPolicy",view,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\DocumentAiAnalysis",read,0,not_required,confirmed,0,scoring,Classificação,47C,high,high,route_name_reference,tests/Feature/DocumentIntelligence/DocumentAiClassificationPanelTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog|existing_test_route_reference,remove_fixed_role;apply_permission:scoring.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.lottery-draws.ranking.update,backoffice/sorteios/{lotteryDraw}/ranking/atualizar,POST,"App\Http\Controllers\Backoffice\RankingUpdateRunController",apply,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,scoring.view,0,"App\Policies\LotteryDrawPolicy",create,confirmed,"App\Http\Requests\ApplyRankingUpdateRequest",always_true,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\LotteryDraw",mutation,1,required,confirmed,0,scoring,Classificação,47C,high,high,route_name_reference,tests/Feature/Backoffice/LotteryClosureFlowTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|permission_catalog|existing_test_route_reference,remove_fixed_role;apply_permission:scoring.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.scoring.application-scores.index,backoffice/scoring/application-scores,GET,"App\Http\Controllers\Backoffice\ApplicationScoreController",index,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,scoring.view,0,"App\Policies\ApplicationScorePolicy",viewAny,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\ApplicationScore",read,0,not_required,confirmed,0,scoring,Classificação,47C,high,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:scoring.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.scoring.application-scores.lock,backoffice/scoring/application-scores/{applicationScore}/lock,POST,"App\Http\Controllers\Backoffice\ApplicationScoreController",lock,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,0,0,,0,"App\Policies\ApplicationScorePolicy",lock,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\ApplicationScore",mutation,1,required,confirmed,0,scoring,Classificação,47C,high,low,route_name_reference,tests/Feature/Sprint10ScoringRankingTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|existing_test_route_reference,remove_fixed_role;define_semantic_permission;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.scoring.application-scores.manual-review,backoffice/scoring/application-scores/{applicationScore}/manual-review,GET,"App\Http\Controllers\Backoffice\ApplicationScoreController",manualReview,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,scoring.update,0,"App\Policies\ApplicationScorePolicy",manualReview,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\ApplicationScore",read,0,not_required,confirmed,0,scoring,Classificação,47C,high,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:scoring.update;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.scoring.application-scores.manual-review.update,backoffice/scoring/application-scores/{applicationScore}/manual-review,PUT|PATCH,"App\Http\Controllers\Backoffice\ApplicationScoreController",updateManualScore,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,scoring.update,0,"App\Policies\ApplicationScorePolicy",manualReview,confirmed,"App\Http\Requests\UpdateManualScoreRequest",gate_or_policy,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\ApplicationScore",mutation,1,required,confirmed,0,scoring,Classificação,47C,high,high,route_name_reference,tests/Feature/Sprint10ScoringRankingTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|permission_catalog|existing_test_route_reference,remove_fixed_role;apply_permission:scoring.update;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.scoring.application-scores.show,backoffice/scoring/application-scores/{applicationScore},GET,"App\Http\Controllers\Backoffice\ApplicationScoreController",show,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,scoring.view,0,"App\Policies\ApplicationScorePolicy",view,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\ApplicationScore",read,0,not_required,confirmed,0,scoring,Classificação,47C,high,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:scoring.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.scoring.criteria.activate,backoffice/scoring/criteria/{scoringCriterion}/activate,POST,"App\Http\Controllers\Backoffice\ScoringCriterionController",activate,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,0,0,,0,"App\Policies\ScoringCriterionPolicy",activate,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\ScoringCriterion",mutation,1,required,confirmed,0,scoring,Classificação,47C,high,low,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery,remove_fixed_role;define_semantic_permission;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.scoring.criteria.create,backoffice/scoring/rule-sets/{scoringRuleSet}/criteria/create,GET,"App\Http\Controllers\Backoffice\ScoringCriterionController",create,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,scoring.create,0,"App\Policies\ScoringRuleSetPolicy",create,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\ScoringRuleSet",read,0,not_required,confirmed,0,scoring,Classificação,47C,high,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:scoring.create;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.scoring.criteria.edit,backoffice/scoring/criteria/{scoringCriterion}/edit,GET,"App\Http\Controllers\Backoffice\ScoringCriterionController",edit,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,scoring.update,0,"App\Policies\ScoringCriterionPolicy",update,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\ScoringCriterion",read,0,not_required,confirmed,0,scoring,Classificação,47C,high,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:scoring.update;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.scoring.criteria.inactivate,backoffice/scoring/criteria/{scoringCriterion}/inactivate,POST,"App\Http\Controllers\Backoffice\ScoringCriterionController",inactivate,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,0,0,,0,"App\Policies\ScoringCriterionPolicy",activate,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\ScoringCriterion",mutation,1,required,confirmed,0,scoring,Classificação,47C,high,low,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery,remove_fixed_role;define_semantic_permission;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
